#PDsum   IR Power
8.8	10.000
8.5	9.187
8.4	8.943
8	7.976
7	5.529
6	3.058
5.2	1.099
5.1	0.855
5	0.604
4.9	0.357
4.8	0.302
4.7	0.296
4.6	0.289
4.5	0.283
4	0.252
3	0.189
2	0.126
1	0.064
0	0.001




