
#Surface 0 of 1 surfaces

#IsoCurve 0, 101 points
#x y z type
 0  0  0 i
 9.2  0.00656803  0.00906462 i
 18.4  0.0131361  0.0181292 i
 27.6  0.0197041  0.0271939 i
 36.8  0.0262721  0.0362585 i
 46  0.0328402  0.0453231 i
 55.2  0.0394082  0.0543877 i
 64.4  0.0459762  0.0634524 i
 73.6  0.0525443  0.072517 i
 82.8  0.0591123  0.0815816 i
 92  0.0656803  0.0906462 i
 101.2  0.0722484  0.0997108 i
 110.4  0.0788164  0.108775 i
 119.6  0.0853844  0.11784 i
 128.8  0.0919525  0.126905 i
 138  0.0985205  0.135969 i
 147.2  0.105089  0.145034 i
 156.4  0.111657  0.154099 i
 165.6  0.118225  0.163163 i
 174.8  0.124793  0.172228 i
 184  0.131361  0.181292 i
 193.2  0.137929  0.190357 i
 202.4  0.144497  0.199422 i
 211.6  0.151065  0.208486 i
 220.8  0.157633  0.217551 i
 230  0.164201  0.226616 i
 239.2  0.170769  0.23568 i
 248.4  0.177337  0.244745 i
 257.6  0.183905  0.253809 i
 266.8  0.190473  0.262874 i
 276  0.197041  0.271939 i
 285.2  0.203609  0.281003 i
 294.4  0.210177  0.290068 i
 303.6  0.216745  0.299133 i
 312.8  0.223313  0.308197 i
 322  0.229881  0.317262 i
 331.2  0.236449  0.326326 i
 340.4  0.243017  0.335391 i
 349.6  0.249585  0.344456 i
 358.8  0.256153  0.35352 i
 368  0.262721  0.362585 i
 377.2  0.269289  0.37165 i
 386.4  0.275857  0.380714 i
 395.6  0.282425  0.389779 i
 404.8  0.288993  0.398843 i
 414  0.295561  0.407908 i
 423.2  0.30213  0.416973 i
 432.4  0.308698  0.426037 i
 441.6  0.315266  0.435102 i
 450.8  0.321834  0.444166 i
 460  0.328402  0.453231 i
 469.2  0.33497  0.462296 i
 478.4  0.341538  0.47136 i
 487.6  0.348106  0.480425 i
 496.8  0.354674  0.48949 i
 506  0.361242  0.498554 i
 515.2  0.36781  0.507619 i
 524.4  0.374378  0.516683 i
 533.6  0.380946  0.525748 i
 542.8  0.387514  0.534813 i
 552  0.394082  0.543877 i
 561.2  0.40065  0.552942 i
 570.4  0.407218  0.562007 i
 579.6  0.413786  0.571071 i
 588.8  0.420354  0.580136 i
 598  0.426922  0.5892 i
 607.2  0.43349  0.598265 i
 616.4  0.440058  0.60733 i
 625.6  0.446626  0.616394 i
 634.8  0.453194  0.625459 i
 644  0.459762  0.634524 i
 653.2  0.46633  0.643588 i
 662.4  0.472898  0.652653 i
 671.6  0.479466  0.661717 i
 680.8  0.486034  0.670782 i
 690  0.492602  0.679847 i
 699.2  0.499171  0.688911 i
 708.4  0.505739  0.697976 i
 717.6  0.512307  0.707041 i
 726.8  0.518875  0.716105 i
 736  0.525443  0.72517 i
 745.2  0.532011  0.734234 i
 754.4  0.538579  0.743299 i
 763.6  0.545147  0.752364 i
 772.8  0.551715  0.761428 i
 782  0.558283  0.770493 i
 791.2  0.564851  0.779557 i
 800.4  0.571419  0.788622 i
 809.6  0.577987  0.797687 i
 818.8  0.584555  0.806751 i
 828  0.591123  0.815816 i
 837.2  0.597691  0.824881 i
 846.4  0.604259  0.833945 i
 855.6  0.610827  0.84301 i
 864.8  0.617395  0.852074 i
 874  0.623963  0.861139 i
 883.2  0.630531  0.870204 i
 892.4  0.637099  0.879268 i
 901.6  0.643667  0.888333 i
 910.8  0.650235  0.897398 i
 920  0.656803  0.906462 i

#IsoCurve 1, 101 points
#x y z type
 0  0  0 i
 9.2  0.00656803  0.00906462 i
 18.4  0.0131361  0.0181292 i
 27.6  0.0197041  0.0271939 i
 36.8  0.0262721  0.0362585 i
 46  0.0328402  0.0453231 i
 55.2  0.0394082  0.0543877 i
 64.4  0.0459762  0.0634524 i
 73.6  0.0525443  0.072517 i
 82.8  0.0591123  0.0815816 i
 92  0.0656803  0.0906462 i
 101.2  0.0722484  0.0997108 i
 110.4  0.0788164  0.108775 i
 119.6  0.0853844  0.11784 i
 128.8  0.0919525  0.126905 i
 138  0.0985205  0.135969 i
 147.2  0.105089  0.145034 i
 156.4  0.111657  0.154099 i
 165.6  0.118225  0.163163 i
 174.8  0.124793  0.172228 i
 184  0.131361  0.181292 i
 193.2  0.137929  0.190357 i
 202.4  0.144497  0.199422 i
 211.6  0.151065  0.208486 i
 220.8  0.157633  0.217551 i
 230  0.164201  0.226616 i
 239.2  0.170769  0.23568 i
 248.4  0.177337  0.244745 i
 257.6  0.183905  0.253809 i
 266.8  0.190473  0.262874 i
 276  0.197041  0.271939 i
 285.2  0.203609  0.281003 i
 294.4  0.210177  0.290068 i
 303.6  0.216745  0.299133 i
 312.8  0.223313  0.308197 i
 322  0.229881  0.317262 i
 331.2  0.236449  0.326326 i
 340.4  0.243017  0.335391 i
 349.6  0.249585  0.344456 i
 358.8  0.256153  0.35352 i
 368  0.262721  0.362585 i
 377.2  0.269289  0.37165 i
 386.4  0.275857  0.380714 i
 395.6  0.282425  0.389779 i
 404.8  0.288993  0.398843 i
 414  0.295561  0.407908 i
 423.2  0.30213  0.416973 i
 432.4  0.308698  0.426037 i
 441.6  0.315266  0.435102 i
 450.8  0.321834  0.444166 i
 460  0.328402  0.453231 i
 469.2  0.33497  0.462296 i
 478.4  0.341538  0.47136 i
 487.6  0.348106  0.480425 i
 496.8  0.354674  0.48949 i
 506  0.361242  0.498554 i
 515.2  0.36781  0.507619 i
 524.4  0.374378  0.516683 i
 533.6  0.380946  0.525748 i
 542.8  0.387514  0.534813 i
 552  0.394082  0.543877 i
 561.2  0.40065  0.552942 i
 570.4  0.407218  0.562007 i
 579.6  0.413786  0.571071 i
 588.8  0.420354  0.580136 i
 598  0.426922  0.5892 i
 607.2  0.43349  0.598265 i
 616.4  0.440058  0.60733 i
 625.6  0.446626  0.616394 i
 634.8  0.453194  0.625459 i
 644  0.459762  0.634524 i
 653.2  0.46633  0.643588 i
 662.4  0.472898  0.652653 i
 671.6  0.479466  0.661717 i
 680.8  0.486034  0.670782 i
 690  0.492602  0.679847 i
 699.2  0.499171  0.688911 i
 708.4  0.505739  0.697976 i
 717.6  0.512307  0.707041 i
 726.8  0.518875  0.716105 i
 736  0.525443  0.72517 i
 745.2  0.532011  0.734234 i
 754.4  0.538579  0.743299 i
 763.6  0.545147  0.752364 i
 772.8  0.551715  0.761428 i
 782  0.558283  0.770493 i
 791.2  0.564851  0.779557 i
 800.4  0.571419  0.788622 i
 809.6  0.577987  0.797687 i
 818.8  0.584555  0.806751 i
 828  0.591123  0.815816 i
 837.2  0.597691  0.824881 i
 846.4  0.604259  0.833945 i
 855.6  0.610827  0.84301 i
 864.8  0.617395  0.852074 i
 874  0.623963  0.861139 i
 883.2  0.630531  0.870204 i
 892.4  0.637099  0.879268 i
 901.6  0.643667  0.888333 i
 910.8  0.650235  0.897398 i
 920  0.656803  0.906462 i

