0.287	0.002
0.288	0.004
0.289	0.002
0.29	0.006
0.291	0.006
0.292	0.006
0.293	0.004
0.294	0
0.295	0.008
0.296	0.006
0.297	0.008
0.298	0.004
0.299	0.004
0.3	0
0.301	0
0.302	0.004
0.303	0.008
0.304	0.006
0.305	0.006
0.306	0.002
0.307	0.008
0.308	0.006
0.309	0.008
0.31	0.012
0.311	0.006
0.312	0.006
0.313	0.008
0.314	0.002
0.315	0.008
0.316	0.008
0.317	0.002
0.318	0.004
0.319	0.006
0.32	0.006
0.321	0.006
0.322	0
0.323	0
0.324	0.002
0.325	0.004
0.326	0.002
0.327	0.006
0.328	0.002
0.329	-0.006
0.33	-0.004
0.331	0.002
0.332	0.002
0.333	0.006
0.334	0.008
0.335	0.008
0.336	0.006
0.337	0.006
0.338	0.006
0.339	0.008
0.34	0.006
0.341	0.006
0.342	0.002
0.343	0.002
0.344	0.01
0.345	0.006
0.346	0.008
0.347	0.002
0.348	0.004
0.349	0.004
0.35	0.006
0.351	0
0.352	0.002
0.353	0.002
0.354	0.004
0.355	0.006
0.356	0.006
0.357	0.002
0.358	0.006
0.359	0.006
0.36	0.004
0.361	0.004
0.362	-0.002
0.363	0.004
0.364	0.006
0.365	0.006
0.366	0.006
0.367	0.004
0.368	0.004
0.369	0.004
0.37	0.004
0.371	0
0.372	-0.002
0.373	-0.002
0.374	0
0.375	-0.002
0.376	-0.008
0.377	-0.002
0.378	0
0.379	0.006
0.38	0
0.381	-0.002
0.382	0
0.383	0.006
0.384	0.002
0.385	0
0.386	0.002
0.387	-0.002
0.388	-0.002
0.389	0
0.39	-0.004
0.391	-0.006
0.392	0.006
0.393	0.008
0.394	0.004
0.395	0.004
0.396	0.004
0.397	0.008
0.398	0.01
0.399	0.01
0.4	0.006
0.401	0.004
0.402	0.004
0.403	0.006
0.404	0.006
0.405	0.004
0.406	0.004
0.407	0.01
0.408	0.008
0.409	0.008
0.41	0.004
0.411	0.012
0.412	0.004
0.413	0.002
0.414	0.002
0.415	-0.002
0.416	0.002
0.417	0
0.418	0
0.419	0.004
0.42	0.006
0.421	0.006
0.422	0
0.423	-0.002
0.424	0.006
0.425	0.004
0.426	0.006
0.427	0.008
0.428	0.008
0.429	0.008
0.43	0.006
0.431	0.008
0.432	0.008
0.433	0.01
0.434	0.008
0.435	0.008
0.436	0.008
0.437	0.006
0.438	0.008
0.439	0.008
0.44	0.006
0.441	0.008
0.442	0.006
0.443	0
0.444	0.006
0.445	0.006
0.446	0.008
0.447	0.008
0.448	0.01
0.449	0.01
0.45	0.01
0.451	0.01
0.452	0.018
0.453	0.016
0.454	0.018
0.455	0.028
0.456	0.03
0.457	0.026
0.458	0.044
0.459	0.038
0.46	0.056
0.461	0.056
0.462	0.056
0.463	0.056
0.464	0.066
0.465	0.072
0.466	0.084
0.467	0.09
0.468	0.092
0.469	0.092
0.47	0.104
0.471	0.088
0.472	0.094
0.473	0.082
0.474	0.09
0.475	0.05
0.476	0.066
0.477	0.034
0.478	0.032
0.479	0.022
0.48	0.01
0.481	-0.016
0.482	-0.02
0.483	-0.038
0.484	-0.058
0.485	-0.064
0.486	-0.072
0.487	-0.08
0.488	-0.08
0.489	-0.094
0.49	-0.056
0.491	-0.086
0.492	-0.068
0.493	-0.072
0.494	-0.058
0.495	-0.062
0.496	-0.056
0.497	-0.05
0.498	-0.044
0.499	-0.04
0.5	-0.038
0.501	-0.026
0.502	-0.024
0.503	-0.022
0.504	-0.014
0.505	-0.016
0.506	-0.016
0.507	-0.01
0.508	-0.006
0.509	-0.014
0.51	-0.008
0.511	0
0.512	-0.002
0.513	-0.002
0.514	0
0.515	0.002
0.516	-0.004
0.517	-0.004
0.518	-0.002
0.519	-0.008
0.52	0.002
0.521	0.002
0.522	0.006
0.523	-0.002
0.524	-0.004
0.525	0.002
0.526	0.002
0.527	-0.002
0.528	0.002
0.529	0.002
0.53	0.002
0.531	-0.002
0.532	0
0.533	0.002
0.534	-0.002
0.535	0.002
0.536	0
0.537	0.004
0.538	-0.004
0.539	-0.006
0.54	0
0.541	-0.002
0.542	0
0.543	-0.002
0.544	0
0.545	0.002
0.546	0.004
0.547	0.004
0.548	0.004
0.549	0.006
0.55	0.006
0.551	0.006
0.552	0.008
0.553	0.004
0.554	0.002
0.555	0.008
0.556	0.002
0.557	-0.002
0.558	0.004
0.559	0.002
0.56	-0.004
0.561	-0.002
0.562	-0.002
0.563	0.002
0.564	0
0.565	0.002
0.566	-0.002
0.567	-0.002
0.568	0.002
0.569	0
0.57	-0.002
0.571	-0.002
0.572	0.002
0.573	0.006
0.574	0.002
0.575	0.002
0.576	0.006
0.577	0.004
0.578	0.002
0.579	0.008
0.58	0.006
0.581	0.006
0.582	0.004
0.583	0.008
0.584	0.006
0.585	0.002
0.586	0.006
0.587	0.008
0.588	0
0.589	0.004
0.59	0
0.591	0.004
0.592	0.002
0.593	-0.002
0.594	0
0.595	0.002
0.596	0.004
0.597	0
0.598	0.002
0.599	-0.002
0.6	0.002
0.601	0.002
0.602	0
0.603	0.006
0.604	-0.002
0.605	-0.006
0.606	0.006
0.607	0.002
0.608	0.002
0.609	-0.002
0.61	-0.002
0.611	-0.002
0.612	-0.002
0.613	-0.004
0.614	0
