-2.65	-125.0
-2.65	30.0

0.0	-125.0
0.0     30.0	

1.25	-125.0
1.25	30.0

2.50	-125.0
2.50	30.0

7.50	-125.0
7.50	30.0

8.50	-125.0
8.50	30.0
