Measure Group: FFT
Measurement: FFT ch2
Ch1 Eng. Units: Off
Ch2 Eng. Units: Off
Ch1 EU Label: m/s2
Ch2 EU Label: m/s2
Ch1 User Label: EU
Ch2 User Label: EU
Ch1 EU/Volt:  1 EU/V
Ch2 EU/Volt:  1 EU/V
Base Freq.:  102.4 kHz 
Start Freq.: 0 Hz
Span: 1.6 kHz
FFT Lines:  800 
Window: Uniform
Force Length: 100%
Expo TC: 50%
Averaging: On
Averaging Mode: RMS
Averaging Type: Exponential
# Avgs:    9
Time Record Incr.: 100.00%
Overload Reject: On
d/dx window (%):     0.0005
dBm Ref. Imped.:         50 
Auto Offset: On
Ch1 Input Mode: A
Ch1 Grounding: Ground
Ch1 Coupling: AC
Ch2 Input Mode: A
Ch2 Grounding: Float
Ch2 Coupling: AC
Ch1 AA Filter: On
Ch2 AA Filter: On
Ch1 A-Wt Fitler: Off
Ch2 A-Wt Filter: Off
Ch1 AutoRange: Normal
Ch2 AutoRange: Normal
Playback Start: 0
Playback Length:  494 kPts/ch
Playback Mode: Circular
Playback Speed: Normal
Ch1 Input Range:  -50 dBV
Ch2 Input Range:  -24 dBV
Trig'd Source Mode: Continuous
Trigger Mode: Free Run
Trigger Source: Ch 1
Trigger Level: 0%
Trigger Slope: Rising
Delay A: 0 bins
Delay B: 0 bins
Source: 1
Source Type: 0
Sine Freq 1: 100 kHz
Sine Freq 2: 51.2 kHz
Sine Amp 1: 1000.0 mV
Src Offset: 4000.0 mV
Sine Amp 2:   0.0 mV
Noise Amp: 5000.0 mV
Noise Burst:   0 %
Noise Type: Whte
Chirp Amp: 1000.0 mV
Chirp Burst:   0 %
Chirp Source: Display B
Arb Src Amp: 100.01 %
Arb Src Buf: Arb. Buffer
Arb Src Rate: 262.1 kHz
Arb Src Start: 0
Arb Src Len:    4 kPts
Input Source: Analog
****DATA BEGINS****
            x  	         Real    	         Imag    	      Log Mag
              0	      0.002354177	       8.878e-006	        -52.56316
              2	     0.0005278938	      0.001129302	         -58.0855
              4	      0.000207113	     0.0004762065	         -65.6917
              6	    8.123315e-005	     0.0002890907	        -70.44927
              8	    7.567854e-005	     0.0002108639	        -72.99376
             10	    4.230584e-005	      0.000161581	        -75.54424
             12	     6.94742e-005	     0.0001489345	        -75.68505
             14	    1.509625e-005	     0.0001191019	        -78.41241
             16	    6.471662e-005	    9.426825e-005	        -78.83567
             18	    2.601609e-005	    9.105996e-005	        -80.47268
             20	     5.31922e-005	     0.0001100262	         -78.2579
             22	    1.529378e-005	     8.18059e-005	        -81.59511
             24	    5.750615e-005	    5.968277e-005	        -81.63107
             26	     1.70678e-005	    5.955673e-005	        -84.15859
             28	    5.855125e-005	    9.700967e-005	        -78.91464
             30	     1.76015e-005	     5.39252e-005	        -84.92449
             32	    5.113741e-005	    5.857216e-005	        -82.18551
             34	    2.194209e-005	    4.108642e-005	        -86.63631
             36	    4.766221e-005	    7.547903e-005	        -80.98608
             38	    1.884362e-005	    4.868976e-005	         -85.6451
             40	    6.258835e-005	    6.283636e-005	        -81.04262
             42	    2.192693e-005	    4.974496e-005	        -85.29391
             44	    5.753075e-005	    5.443593e-005	        -82.02521
             46	    2.218292e-005	    3.692333e-005	        -87.31559
             48	    4.937804e-005	    6.565858e-005	        -81.70745
             50	    2.450669e-005	    4.213506e-005	        -86.24165
             52	    5.344496e-005	    3.228776e-005	        -84.09062
             54	    2.185655e-005	    2.815377e-005	        -88.96079
             56	    4.261435e-005	    7.207174e-005	        -81.54263
             58	     2.83671e-005	    4.662325e-005	        -85.26014
             60	      0.002175318	     0.0003745384	        -53.12267
             62	    3.719014e-005	    2.281757e-005	         -87.2039
             64	    3.963927e-005	    4.907328e-005	        -84.00176
             66	     3.41207e-005	    5.503881e-005	        -83.77424
             68	    4.535241e-005	    4.749078e-005	        -83.65299
