Measure Group: FFT
Measurement: FFT ch2
Ch1 Eng. Units: Off
Ch2 Eng. Units: Off
Ch1 EU Label: m/s2
Ch2 EU Label: m/s2
Ch1 User Label: EU
Ch2 User Label: EU
Ch1 EU/Volt:  1 EU/V
Ch2 EU/Volt:  1 EU/V
Base Freq.:  102.4 kHz 
Start Freq.: 0 Hz
Span: 1.6 kHz
FFT Lines:  800 
Window: Uniform
Force Length: 100%
Expo TC: 50%
Averaging: On
Averaging Mode: RMS
Averaging Type: Exponential
# Avgs:    7
Time Record Incr.: 100.00%
Overload Reject: On
d/dx window (%):     0.0005
dBm Ref. Imped.:         50 
Auto Offset: On
Ch1 Input Mode: A
Ch1 Grounding: Ground
Ch1 Coupling: AC
Ch2 Input Mode: A
Ch2 Grounding: Float
Ch2 Coupling: AC
Ch1 AA Filter: On
Ch2 AA Filter: On
Ch1 A-Wt Fitler: Off
Ch2 A-Wt Filter: Off
Ch1 AutoRange: Normal
Ch2 AutoRange: Normal
Playback Start: 0
Playback Length:  494 kPts/ch
Playback Mode: Circular
Playback Speed: Normal
Ch1 Input Range:  -50 dBV
Ch2 Input Range:  -32 dBV
Trig'd Source Mode: Continuous
Trigger Mode: Free Run
Trigger Source: Ch 1
Trigger Level: 0%
Trigger Slope: Rising
Delay A: 0 bins
Delay B: 0 bins
Source: 1
Source Type: 0
Sine Freq 1: 100 kHz
Sine Freq 2: 51.2 kHz
Sine Amp 1: 1000.0 mV
Src Offset: 4000.0 mV
Sine Amp 2:   0.0 mV
Noise Amp: 5000.0 mV
Noise Burst:   0 %
Noise Type: Whte
Chirp Amp: 1000.0 mV
Chirp Burst:   0 %
Chirp Source: Display B
Arb Src Amp: 100.01 %
Arb Src Buf: Arb. Buffer
Arb Src Rate: 262.1 kHz
Arb Src Start: 0
Arb Src Len:    4 kPts
Input Source: Analog
****DATA BEGINS****
            x  	         Real    	         Imag    	      Log Mag
              0	     0.0002268595	    8.555252e-007	         -72.8848
              2	    5.231424e-006	    4.268662e-006	        -103.4114
              4	    8.251388e-006	    4.368805e-006	        -100.5962
              6	    2.289636e-006	    3.197811e-006	        -108.1055
              8	    6.798783e-006	    3.355158e-006	        -102.4048
             10	    2.162684e-006	    2.047086e-006	        -110.5219
             12	    5.030371e-006	    5.288045e-006	        -102.7353
             14	    1.896145e-006	    1.826406e-006	         -111.592
             16	    4.827036e-006	    5.781821e-006	        -102.4619
             18	     3.20389e-006	     1.62444e-006	        -108.8929
             20	    5.740401e-006	    4.438093e-006	        -102.7861
             22	    1.774623e-006	    2.025704e-006	         -111.395
             24	    5.008581e-006	    4.143378e-006	        -103.7414
             26	    1.637863e-006	    8.955689e-007	        -114.5784
             28	    5.019779e-006	    5.296502e-006	        -102.7367
             30	    3.188537e-006	    1.947531e-006	        -108.5513
             32	    4.540147e-006	    4.290183e-006	        -104.0873
             34	    2.041447e-006	    1.879242e-006	        -111.1356
             36	    5.478356e-006	    5.148277e-006	        -102.4782
             38	    2.099412e-006	    1.799648e-006	        -111.1655
             40	    5.239199e-006	    3.816355e-006	        -103.7661
             42	    2.172852e-006	    2.466964e-006	        -109.6629
             44	    4.354375e-006	    3.671947e-006	        -104.8887
             46	    2.174094e-006	    2.307815e-006	        -109.9772
             48	    4.115251e-006	    4.830597e-006	        -103.9502
             50	    1.232263e-006	    2.969224e-006	         -109.857
             52	    4.694436e-006	    3.824595e-006	        -104.3575
             54	    3.017793e-006	     2.68848e-006	        -107.8688
             56	    3.908749e-006	    4.228878e-006	        -104.7936
             58	    3.014994e-006	    2.379162e-006	        -108.3119
             60	    3.138254e-005	     0.0001873618	        -74.42622
             62	    3.329862e-006	    2.449704e-006	        -107.6728
             64	    4.928375e-006	      4.0345e-006	        -103.9184
             66	    1.881416e-006	    2.094773e-006	        -111.0085
             68	    4.892052e-006	    3.329294e-006	        -104.5573
             70	    3.684257e-006	    3.131787e-006	        -106.3112
             72	    3.739519e-006	    3.668503e-006	        -105.6159
             74	    2.534586e-006	    2.469424e-006	        -109.0232
             76	    3.519018e-006	    3.977618e-006	        -105.4967
             78	    2.460764e-006	    3.023853e-006	        -108.1818
             80	    1.743473e-006	    4.123069e-006	        -106.9812
             82	    1.040537e-006	    2.692769e-006	        -110.7916
             84	    1.347425e-006	    3.203971e-006	         -109.179
             86	    2.249579e-006	    3.517666e-006	        -107.5859
             88	    3.740975e-006	    3.885209e-006	        -105.3626
             90	    3.127356e-006	    3.972513e-006	        -105.9242
             92	    2.877674e-006	    4.024011e-006	         -106.113
             94	    3.326226e-006	    4.467418e-006	        -105.0834
             96	     2.43674e-006	    2.840937e-006	         -108.536
             98	     2.88606e-006	    3.429398e-006	        -106.9702
            100	    3.157304e-006	    3.100676e-006	        -107.0813
            102	    4.952596e-006	    3.956175e-006	          -103.96
            104	    2.235261e-006	    2.490433e-006	        -109.5083
            106	    3.180907e-006	    2.838117e-006	        -107.4057
            108	    2.902434e-006	    2.516142e-006	        -108.3106
            110	    3.757885e-006	    3.211268e-006	        -106.1201
            112	    2.049212e-006	    1.963446e-006	        -110.9397
            114	    3.524017e-006	    3.344636e-006	        -106.2699
            116	    2.516495e-006	    2.519252e-006	         -108.969
            118	    4.380133e-006	    3.755226e-006	        -104.7772
            120	    5.275181e-006	     6.40158e-006	        -101.6236
            122	    2.971866e-006	    3.669679e-006	        -106.5172
            124	    1.965545e-006	    2.108022e-006	        -110.8055
            126	    3.814634e-006	    4.313486e-006	        -104.7942
            128	    1.765787e-006	    2.256997e-006	        -110.8555
            130	    3.634844e-006	    4.605469e-006	        -104.6316
            132	    1.797148e-006	    1.358745e-006	        -112.9448
            134	    3.013559e-006	    3.715078e-006	        -106.4048
            136	    1.377347e-006	    1.732394e-006	        -113.0996
            138	    4.079801e-006	    3.553133e-006	        -105.3358
            140	    1.725355e-006	    1.629852e-006	        -112.4924
            142	    3.441898e-006	    2.940229e-006	        -106.8842
            144	     1.70554e-006	    1.707143e-006	        -112.3484
            146	    4.329326e-006	    3.248263e-006	        -105.3322
            148	     4.24666e-006	    2.733144e-006	        -105.9339
            150	    3.938478e-006	    3.960417e-006	        -105.0589
            152	    2.326115e-006	    2.561976e-006	        -109.2174
            154	    3.804451e-006	    4.394276e-006	         -104.713
