Measure Group: FFT
Measurement: FFT ch2
Ch1 Eng. Units: Off
Ch2 Eng. Units: Off
Ch1 EU Label: m/s2
Ch2 EU Label: m/s2
Ch1 User Label: EU
Ch2 User Label: EU
Ch1 EU/Volt:  1 EU/V
Ch2 EU/Volt:  1 EU/V
Base Freq.:  102.4 kHz 
Start Freq.: 0 Hz
Span: 102.4 kHz
FFT Lines:  800 
Window: Uniform
Force Length: 100%
Expo TC: 50%
Averaging: On
Averaging Mode: RMS
Averaging Type: Exponential
# Avgs:   10
Time Record Incr.: 100.00%
Overload Reject: On
d/dx window (%):     0.0005
dBm Ref. Imped.:         50 
Auto Offset: On
Ch1 Input Mode: A
Ch1 Grounding: Ground
Ch1 Coupling: AC
Ch2 Input Mode: A
Ch2 Grounding: Float
Ch2 Coupling: AC
Ch1 AA Filter: On
Ch2 AA Filter: On
Ch1 A-Wt Fitler: Off
Ch2 A-Wt Filter: Off
Ch1 AutoRange: Normal
Ch2 AutoRange: Normal
Playback Start: 0
Playback Length:  494 kPts/ch
Playback Mode: Circular
Playback Speed: Normal
Ch1 Input Range:  -50 dBV
Ch2 Input Range:  -32 dBV
Trig'd Source Mode: Continuous
Trigger Mode: Free Run
Trigger Source: Ch 1
Trigger Level: 0%
Trigger Slope: Rising
Delay A: 0 bins
Delay B: 0 bins
Source: 1
Source Type: 0
Sine Freq 1: 100 kHz
Sine Freq 2: 51.2 kHz
Sine Amp 1: 1000.0 mV
Src Offset: 4000.0 mV
Sine Amp 2:   0.0 mV
Noise Amp: 5000.0 mV
Noise Burst:   0 %
Noise Type: Whte
Chirp Amp: 1000.0 mV
Chirp Burst:   0 %
Chirp Source: Display B
Arb Src Amp: 100.01 %
Arb Src Buf: Arb. Buffer
Arb Src Rate: 262.1 kHz
Arb Src Start: 0
Arb Src Len:    4 kPts
Input Source: Analog
****DATA BEGINS****
            x  	         Real    	         Imag    	      Log Mag
              0	     0.0006310262	    2.379706e-006	        -63.99899
            128	    9.018563e-005	     0.0001560525	        -74.88306
            256	    5.435672e-005	    8.234023e-005	        -80.11684
            384	    2.187125e-005	     5.14813e-005	        -85.04639
            512	    2.307312e-005	    4.111124e-005	        -86.53158
            640	    1.838064e-005	    3.216019e-005	        -88.62606
            768	    2.510971e-005	    2.518136e-005	        -88.98048
            896	    2.789864e-005	    3.237493e-005	        -87.38387
           1024	    3.003891e-005	    4.341469e-005	        -85.54836
           1152	    1.552815e-005	    2.124983e-005	        -91.59468
           1280	    2.047525e-005	    2.218041e-005	        -90.40383
           1408	    2.068168e-005	    1.796602e-005	        -91.24644
           1536	    1.341284e-005	    1.253266e-005	        -94.72407
           1664	    1.677628e-005	    1.825357e-005	        -92.11382
           1792	    1.698657e-005	    1.178988e-005	        -93.69019
           1920	    1.407752e-005	    2.903951e-005	        -89.82353
           2048	    3.182769e-005	    3.227479e-005	        -86.87259
           2176	    2.286323e-005	    1.969567e-005	         -90.4065
           2304	    2.334476e-005	    2.245485e-005	        -89.79143
           2432	    1.787025e-005	    2.115442e-005	        -91.15286
           2560	    1.934328e-005	    2.106498e-005	        -90.87302
           2688	    1.259098e-005	    1.469538e-005	        -94.26563
           2816	    1.717686e-005	    2.207497e-005	        -91.06599
           2944	    2.590384e-005	    1.908015e-005	        -89.85034
           3072	    1.915608e-005	    1.755946e-005	         -91.7051
           3200	    1.350381e-005	    1.823319e-005	         -92.8836
           3328	    2.554929e-005	    2.565908e-005	        -88.82346
           3456	    3.035584e-005	    3.188876e-005	        -87.12563
           3584	    1.733849e-005	    2.312917e-005	        -90.78011
           3712	     1.97492e-005	     1.91263e-005	        -91.21567
           3840	    1.582074e-005	    1.378831e-005	        -93.56139
           3968	    1.237575e-005	    1.275697e-005	        -95.00451
           4096	    1.026135e-005	    1.522277e-005	        -94.72334
           4224	    1.536619e-005	    1.970374e-005	        -92.04567
           4352	    1.269727e-005	    1.184203e-005	        -95.20779
           4480	    1.289299e-005	    1.126957e-005	        -95.32788
           4608	    1.525215e-005	    1.363008e-005	        -93.78401
           4736	    1.154999e-005	    1.075717e-005	        -96.03593
           4864	    1.088029e-005	     1.10482e-005	        -96.18987
           4992	    1.128973e-005	    1.323345e-005	        -95.19157
           5120	    1.138373e-005	    1.224998e-005	        -95.53383
           5248	    1.314613e-005	    1.273824e-005	        -94.74847
           5376	    1.176897e-005	    9.320868e-006	        -96.47071
           5504	    1.063767e-005	    1.034301e-005	        -96.57305
           5632	    1.108257e-005	     9.30292e-006	         -96.7909
           5760	    7.827343e-006	    1.327649e-005	        -96.24277
           5888	    8.159448e-006	    1.250188e-005	        -96.51942
           6016	    9.650602e-006	    1.022036e-005	        -97.04235
