Measure Group: FFT
Measurement: FFT ch2
Ch1 Eng. Units: Off
Ch2 Eng. Units: Off
Ch1 EU Label: m/s2
Ch2 EU Label: m/s2
Ch1 User Label: EU
Ch2 User Label: EU
Ch1 EU/Volt:  1 EU/V
Ch2 EU/Volt:  1 EU/V
Base Freq.:  102.4 kHz 
Start Freq.: 0 Hz
Span: 3.2 kHz
FFT Lines:  800 
Window: Uniform
Force Length: 100%
Expo TC: 50%
Averaging: On
Averaging Mode: RMS
Averaging Type: Exponential
# Avgs:    9
Time Record Incr.: 100.00%
Overload Reject: On
d/dx window (%):     0.0005
dBm Ref. Imped.:         50 
Auto Offset: On
Ch1 Input Mode: A
Ch1 Grounding: Ground
Ch1 Coupling: AC
Ch2 Input Mode: A
Ch2 Grounding: Float
Ch2 Coupling: AC
Ch1 AA Filter: On
Ch2 AA Filter: On
Ch1 A-Wt Fitler: Off
Ch2 A-Wt Filter: Off
Ch1 AutoRange: Normal
Ch2 AutoRange: Normal
Playback Start: 0
Playback Length:  494 kPts/ch
Playback Mode: Circular
Playback Speed: Normal
Ch1 Input Range:  -50 dBV
Ch2 Input Range:  -24 dBV
Trig'd Source Mode: Continuous
Trigger Mode: Free Run
Trigger Source: Ch 1
Trigger Level: 0%
Trigger Slope: Rising
Delay A: 0 bins
Delay B: 0 bins
Source: 1
Source Type: 0
Sine Freq 1: 100 kHz
Sine Freq 2: 51.2 kHz
Sine Amp 1: 1000.0 mV
Src Offset: 4000.0 mV
Sine Amp 2:   0.0 mV
Noise Amp: 5000.0 mV
Noise Burst:   0 %
Noise Type: Whte
Chirp Amp: 1000.0 mV
Chirp Burst:   0 %
Chirp Source: Display B
Arb Src Amp: 100.01 %
Arb Src Buf: Arb. Buffer
Arb Src Rate: 262.1 kHz
Arb Src Start: 0
Arb Src Len:    4 kPts
Input Source: Analog
****DATA BEGINS****
            x  	         Real    	         Imag    	      Log Mag
              0	     0.0001542234	    5.816023e-007	        -76.23694
              4	    4.135397e-008	    7.124342e-008	         -141.684
              8	    2.646086e-008	    4.334483e-008	        -145.8856
             12	    1.824702e-008	    4.791457e-008	        -145.8025
             16	    3.369275e-008	    2.780467e-008	        -147.1935
             20	    3.935772e-008	    3.191078e-008	        -145.9052
             24	    3.187487e-008	    1.877896e-008	        -148.6371
             28	    4.407806e-008	    2.558544e-008	        -145.8545
             32	    3.431874e-008	    2.950722e-008	        -146.8857
             36	    2.563958e-008	    3.353418e-008	        -147.4911
             40	    3.351213e-008	    3.674042e-008	        -146.0679
             44	    1.964418e-008	    3.636487e-008	        -147.6744
             48	    2.703926e-008	    3.384004e-008	         -147.267
             52	    3.054455e-008	     4.40249e-008	        -145.4194
             56	    2.786523e-008	     3.57175e-008	        -146.8778
             60	    8.668624e-008	    3.605847e-008	        -140.5479
             64	    3.902949e-008	    3.295947e-008	        -145.8342
             68	    3.865401e-008	    2.949785e-008	        -146.2631
             72	    3.733844e-008	    3.675207e-008	        -145.6148
             76	    3.684722e-008	    3.685333e-008	        -145.6609
             80	    4.160051e-008	    3.391362e-008	         -145.405
             84	    3.732796e-008	    3.215716e-008	        -146.1485
             88	    4.395909e-008	    5.068216e-008	        -143.4668
             92	    3.252408e-008	    3.655404e-008	        -146.2087
             96	    2.166884e-008	    3.467277e-008	        -147.7683
            100	    4.506862e-008	     2.83214e-008	        -145.4771
            104	    2.704117e-008	    4.119483e-008	        -146.1471
            108	    3.719816e-008	    3.132406e-008	        -146.2619
            112	    2.620898e-008	    3.408133e-008	        -147.3319
            116	    3.080858e-008	    2.090986e-008	        -148.5811
            120	    2.196674e-008	    3.102341e-008	        -148.4014
            124	    3.068077e-008	    2.908938e-008	        -147.4775
            128	    2.178362e-008	    4.846335e-008	        -145.4926
            132	     2.21898e-008	    3.341211e-008	        -147.9351
            136	    3.597482e-008	     3.80719e-008	        -145.6167
            140	    3.516092e-008	    4.811979e-008	        -144.4955
            144	    2.161257e-008	    1.951227e-008	        -150.7169
            148	    3.797035e-008	    2.416592e-008	        -146.9342
            152	     2.12065e-008	    2.495916e-008	        -149.6953
            156	     1.55764e-008	    2.423727e-008	        -150.8089
            160	    4.580803e-008	    2.915922e-008	        -145.3038
            164	    3.262456e-008	    3.950018e-008	        -145.8093
            168	    2.481226e-008	    2.553833e-008	        -148.9693
            172	      3.3869e-008	    3.442596e-008	        -146.3222
            176	     2.34154e-008	    3.799402e-008	        -147.0075
            180	    3.035598e-008	    6.777603e-008	        -142.5845
            184	     2.34944e-008	    2.064342e-008	         -150.096
            188	    3.253603e-008	    3.482867e-008	        -146.4366
            192	    4.430496e-008	    3.738101e-008	        -144.7363
            196	    4.027786e-008	    3.401086e-008	        -145.5611
            200	    2.370817e-008	    3.799186e-008	        -146.9779
            204	    2.558302e-008	    1.881446e-008	        -149.9633
            208	    1.935531e-008	     3.76119e-008	        -147.4732
            212	    4.082275e-008	    4.697825e-008	         -144.119
            216	    3.781062e-008	    3.562526e-008	        -145.6883
            220	    4.528622e-008	    2.959384e-008	        -145.3363
            224	    3.096029e-008	    4.308849e-008	         -145.505
            228	    4.299274e-008	    2.959841e-008	        -145.6472
            232	    2.408284e-008	    2.829238e-008	        -148.5998
            236	    3.271127e-008	    2.875642e-008	        -147.2194
            240	    3.655086e-008	    3.848168e-008	        -145.5024
            244	    4.152372e-008	     2.38753e-008	        -146.3936
            248	    3.688554e-008	    2.693659e-008	        -146.8066
            252	    2.301904e-008	    2.755118e-008	        -148.8977
            256	    1.821578e-008	    3.596857e-008	          -147.89
            260	    2.761764e-008	     3.09641e-008	        -147.6409
            264	    3.050834e-008	    3.416282e-008	        -146.7822
            268	    3.503997e-008	    2.844459e-008	        -146.9103
            272	    4.889163e-008	    2.142366e-008	        -145.4525
            276	    3.724084e-008	    2.307659e-008	        -147.1683
            280	    2.593884e-008	    3.630949e-008	        -147.0089
            284	    3.142653e-008	    3.337509e-008	        -146.7747
            288	    3.933047e-008	     2.58361e-008	        -146.5475
            292	     3.01875e-008	    2.684722e-008	        -147.8727
            296	     4.73112e-008	    3.543167e-008	        -144.5671
            300	    3.084759e-008	    3.043372e-008	        -147.2635
            304	    3.329719e-008	    2.568897e-008	        -147.5236
            308	    1.779782e-008	    2.071155e-008	        -151.2742
            312	    2.565645e-008	    2.414966e-008	        -149.0607
            316	    2.579814e-008	    3.395238e-008	        -147.4033
            320	    3.548097e-008	    2.588833e-008	        -147.1464
            324	    2.445847e-008	    3.477789e-008	        -147.4287
            328	    2.826844e-008	    2.427946e-008	        -148.5742
            332	     3.01862e-008	    3.658297e-008	        -146.4791
            336	    2.747779e-008	    4.012342e-008	        -146.2618
            340	    2.334188e-008	    2.407262e-008	         -149.491
            344	    3.391332e-008	     3.61844e-008	        -146.0917
            348	    3.221814e-008	    4.265928e-008	        -145.4397
            352	    2.124865e-008	     4.27546e-008	        -146.4217
            356	     2.01381e-008	    3.468706e-008	        -147.9352
            360	    2.830608e-008	    3.199858e-008	         -147.387
            364	    3.860893e-008	    2.848956e-008	        -146.3784
            368	    2.579644e-008	    2.660418e-008	        -148.6225
            372	    3.275963e-008	    3.046248e-008	        -146.9872
            376	     2.26191e-008	    2.284231e-008	        -149.8573
            380	    2.354236e-008	    2.366107e-008	        -149.5308
            384	     2.99637e-008	    2.272929e-008	        -148.4941
            388	    4.316434e-008	     2.32334e-008	        -146.1926
            392	    2.649412e-008	     3.59972e-008	        -146.9946
            396	    2.034684e-008	    1.552088e-008	        -151.8383
            400	    3.647148e-008	    2.040329e-008	        -147.5784
            404	    3.916266e-008	    3.031881e-008	        -146.1031
            408	    3.687068e-008	    3.365949e-008	        -146.0338
            412	    4.452413e-008	     4.52713e-008	        -143.9449
            416	    3.146573e-008	     3.18921e-008	        -146.9741
            420	      2.6008e-008	    3.955302e-008	        -146.4959
            424	    3.763169e-008	    3.422825e-008	        -145.8708
            428	    4.635326e-008	    3.670443e-008	        -144.5645
            432	    2.727143e-008	    2.759304e-008	        -148.2243
            436	    4.281902e-008	    2.637004e-008	        -145.9708
            440	    3.852378e-008	    3.775106e-008	        -145.3622
            444	    3.183556e-008	    3.887908e-008	        -145.9772
            448	    3.930971e-008	    3.389761e-008	        -145.6955
            452	    3.031419e-008	    3.356216e-008	        -146.8923
            456	    2.602305e-008	    2.866503e-008	        -148.2423
            460	    4.111143e-008	    3.329545e-008	        -145.5304
            464	    2.971973e-008	    5.123536e-008	         -144.549
            468	     2.60174e-008	    2.435275e-008	        -148.9621
            472	     4.17002e-008	     2.83624e-008	         -145.946
            476	     1.42359e-008	    3.880917e-008	         -147.673
            480	    3.125487e-008	    3.475834e-008	        -146.6055
            484	    2.479751e-008	    2.257943e-008	        -149.4895
            488	    2.664264e-008	    2.835258e-008	        -148.1996
            492	    4.516897e-008	    4.478377e-008	        -143.9299
            496	    1.962517e-008	    2.044712e-008	        -150.9516
            500	    3.457086e-008	    2.739177e-008	        -147.1098
            504	    2.639032e-008	    1.677103e-008	        -150.0979
            508	    2.328146e-008	    2.858436e-008	        -148.6675
            512	    3.209817e-008	    2.423451e-008	        -147.9113
            516	    3.121406e-008	    3.032657e-008	        -147.2262
            520	    2.115887e-008	    3.004156e-008	         -148.696
            524	    2.779393e-008	    2.568463e-008	          -148.44
            528	    2.780428e-008	    4.198939e-008	        -145.9582
            532	    3.243939e-008	    2.542753e-008	        -147.6984
            536	    4.158895e-008	    3.109857e-008	        -145.6916
            540	    1.981843e-008	    4.136846e-008	        -146.7693
            544	    4.695539e-008	    3.189639e-008	        -144.9185
            548	     2.52534e-008	     3.62591e-008	        -147.0942
            552	    4.178072e-008	    3.227591e-008	        -145.5481
            556	    2.920634e-008	    3.787029e-008	         -146.407
            560	     4.45645e-008	    2.122055e-008	        -146.1327
            564	    2.989405e-008	    3.155584e-008	        -147.2367
            568	    3.307099e-008	    3.015466e-008	        -146.9832
            572	    2.549419e-008	    2.465764e-008	        -149.0034
            576	    3.837129e-008	    2.995926e-008	        -146.2527
            580	    2.568664e-008	    3.337887e-008	        -147.5106
            584	    4.356185e-008	    1.687832e-008	        -146.6104
            588	    2.736322e-008	    4.111699e-008	        -146.1273
            592	    2.376444e-008	    3.728751e-008	        -147.0883
            596	    3.463233e-008	    3.577482e-008	        -146.0568
            600	    1.817701e-008	    3.946037e-008	        -147.2411
            604	    2.908141e-008	     1.66328e-008	        -149.4986
            608	    2.406144e-008	    2.447159e-008	        -149.2892
            612	    2.991406e-008	    3.629772e-008	        -146.5514
            616	    3.069896e-008	    2.843816e-008	        -147.5668
            620	    2.544649e-008	    3.068301e-008	        -147.9888
            624	    4.685725e-008	    2.335788e-008	        -145.6206
            628	    2.677513e-008	    2.871067e-008	        -148.1214
            632	    2.651971e-008	    3.157675e-008	        -147.6945
            636	    3.538622e-008	    1.168212e-008	        -148.5741
            640	    2.966462e-008	    2.812916e-008	        -147.7696
            644	    1.794824e-008	    2.635064e-008	        -149.9289
            648	    3.800725e-008	    4.870262e-008	        -144.1833
            652	    1.869617e-008	    2.903822e-008	        -149.2345
            656	    2.552439e-008	    2.050614e-008	        -149.6981
            660	    3.030465e-008	    2.017613e-008	        -148.7764
            664	    3.199158e-008	    2.273303e-008	        -148.1241
            668	    2.758398e-008	    2.154597e-008	        -149.1183
            672	    3.944173e-008	    2.538423e-008	        -146.5758
            676	     2.78725e-008	    3.468471e-008	        -147.0336
            680	     1.86657e-008	    1.721138e-008	        -151.9068
            684	    3.525793e-008	    2.721962e-008	        -147.0245
            688	    2.791377e-008	    4.286352e-008	        -145.8229
            692	    2.704592e-008	    3.289392e-008	        -147.4148
            696	    2.438806e-008	    2.344696e-008	        -149.4137
            700	    3.694027e-008	    3.260176e-008	        -146.1485
            704	    3.542185e-008	    4.821085e-008	        -144.4624
            708	    4.017814e-008	    2.450237e-008	         -146.547
            712	    2.976762e-008	    3.435378e-008	        -146.8481
            716	    2.727547e-008	    4.361376e-008	        -145.7739
            720	    2.839008e-008	    3.223067e-008	        -147.3405
            724	    3.396965e-008	    3.628758e-008	        -146.0718
