Measure Group: FFT
Measurement: FFT ch2
Ch1 Eng. Units: Off
Ch2 Eng. Units: Off
Ch1 EU Label: m/s2
Ch2 EU Label: m/s2
Ch1 User Label: EU
Ch2 User Label: EU
Ch1 EU/Volt:  1 EU/V
Ch2 EU/Volt:  1 EU/V
Base Freq.:  102.4 kHz 
Start Freq.: 0 Hz
Span: 400 Hz
FFT Lines:  800 
Window: Uniform
Force Length: 100%
Expo TC: 50%
Averaging: On
Averaging Mode: RMS
Averaging Type: Exponential
# Avgs:    6
Time Record Incr.: 100.00%
Overload Reject: On
d/dx window (%):     0.0005
dBm Ref. Imped.:         50 
Auto Offset: On
Ch1 Input Mode: A
Ch1 Grounding: Ground
Ch1 Coupling: AC
Ch2 Input Mode: A
Ch2 Grounding: Float
Ch2 Coupling: AC
Ch1 AA Filter: On
Ch2 AA Filter: On
Ch1 A-Wt Fitler: Off
Ch2 A-Wt Filter: Off
Ch1 AutoRange: Normal
Ch2 AutoRange: Normal
Playback Start: 0
Playback Length:  494 kPts/ch
Playback Mode: Circular
Playback Speed: Normal
Ch1 Input Range:  -50 dBV
Ch2 Input Range:  -24 dBV
Trig'd Source Mode: Continuous
Trigger Mode: Free Run
Trigger Source: Ch 1
Trigger Level: 0%
Trigger Slope: Rising
Delay A: 0 bins
Delay B: 0 bins
Source: 1
Source Type: 0
Sine Freq 1: 100 kHz
Sine Freq 2: 51.2 kHz
Sine Amp 1: 1000.0 mV
Src Offset: 4000.0 mV
Sine Amp 2:   0.0 mV
Noise Amp: 5000.0 mV
Noise Burst:   0 %
Noise Type: Whte
Chirp Amp: 1000.0 mV
Chirp Burst:   0 %
Chirp Source: Display B
Arb Src Amp: 100.01 %
Arb Src Buf: Arb. Buffer
Arb Src Rate: 262.1 kHz
Arb Src Start: 0
Arb Src Len:    4 kPts
Input Source: Analog
****DATA BEGINS****
            x  	         Real    	         Imag    	      Log Mag
              0	    7.179214e-005	    2.707402e-007	         -82.8784
            0.5	    7.982089e-008	    1.389082e-007	        -135.9063
              1	    4.726672e-008	    6.622864e-008	        -141.7912
            1.5	    3.241855e-008	    7.572245e-008	        -141.6846
              2	    3.691206e-008	    4.433688e-008	        -144.7778
            2.5	    1.870404e-008	    2.820993e-008	        -149.4095
              3	    3.488308e-008	    2.211071e-008	        -147.6809
            3.5	     1.71935e-008	    3.702552e-008	        -147.7819
              4	    4.687978e-008	       6.128e-008	        -142.2527
            4.5	    1.785032e-008	    2.074592e-008	         -151.255
              5	    2.793672e-008	    4.014942e-008	        -146.2116
            5.5	    2.228912e-008	    3.275544e-008	        -148.0418
              6	    2.333503e-008	    1.208877e-008	        -151.6073
            6.5	    1.750548e-008	    2.564225e-008	        -150.1594
              7	    1.450756e-008	    3.023316e-008	        -149.4904
            7.5	     1.91199e-008	    2.438797e-008	        -150.1757
              8	    2.811786e-008	    4.257789e-008	        -145.8444
            8.5	    1.881794e-008	    1.688756e-008	        -151.9429
              9	    9.678385e-009	    2.555523e-008	        -151.2683
            9.5	    2.202538e-008	    2.583406e-008	        -149.3835
             10	    1.355508e-008	     2.52073e-008	        -150.8664
           10.5	    1.601278e-008	    1.994216e-008	        -151.8436
             11	     2.23092e-008	    1.000219e-008	        -152.2348
           11.5	    1.837124e-008	    3.445139e-008	         -148.169
             12	      2.1213e-008	    4.327561e-008	        -146.3399
           12.5	    2.699664e-008	    2.195176e-008	        -149.1696
             13	    1.473233e-008	     2.48615e-008	        -150.7824
           13.5	    2.215243e-008	    2.322652e-008	        -149.8708
             14	    2.191905e-008	    3.351134e-008	        -147.9494
           14.5	    1.756375e-008	    2.557794e-008	         -150.165
             15	    9.008504e-009	    1.733537e-008	        -154.1831
           15.5	    1.656202e-008	    1.055616e-008	        -154.1371
             16	    2.461736e-008	    4.703897e-008	        -145.4995
